CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts
1193,100291215202601193,202601193,2026-04-14,508,1215,1,1,9,39,3,35,2026-04-12 23:31:12,2026-04-14 10:31:12,2026-04-14 23:31:12,15.398882,76.237467,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
1194,100011013202601194,202601194,2024-07-05,482,1013,1,2,15,2,2,35,2024-06-27 18:58:47,2024-06-29 03:58:47,2024-07-05 18:58:47,13.07825,77.556161,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
1195,100011013202601195,202601195,2024-02-09,676,1013,1,2,3,39,1,39,2024-02-05 21:54:08,2024-02-06 22:54:08,2024-02-09 21:54:08,13.059795,77.554727,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹62274 and cash were stolen.
1196,100011013202601196,202601196,2024-05-10,616,1013,3,1,5,60,1,47,2024-05-03 12:57:33,2024-05-05 00:57:33,2024-05-10 12:57:33,13.063479,77.561906,Miscellaneous complaint registered regarding public nuisance and damage to public property.
1197,100121106202601197,202601197,2024-03-18,463,1106,1,2,14,6,3,32,2024-03-11 17:04:52,2024-03-12 01:04:52,2024-03-18 17:04:52,13.374094,77.132471,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹204361 and cash were stolen.
1198,100241182202601198,202601198,2025-01-20,917,1182,1,2,13,24,1,19,2025-01-12 10:16:04,2025-01-14 00:16:04,2025-01-20 10:16:04,15.434479,75.601828,"Complainant was added to a WhatsApp group promising 300% guaranteed returns. They transferred ₹1463884 to UPI ID scammer39@paytm. When trying to withdraw, the scammers vanished."
1199,100061061202601199,202601199,2025-10-16,372,1061,1,2,15,66,4,20,2025-10-09 23:35:57,2025-10-10 01:35:57,2025-10-16 23:35:57,15.430605,75.126929,The accused posed as a real estate agent and collected ₹396788 as advance for a site. Later it was found the documents were forged.
1200,100011008202601200,202601200,2024-01-19,655,1008,1,2,18,17,3,1,2024-01-12 01:02:52,2024-01-12 19:02:52,2024-01-19 01:02:52,12.987271,77.622837,"Complainant was added to a WhatsApp group promising 300% guaranteed returns. They transferred ₹264349 to UPI ID user160@ybl. When trying to withdraw, the scammers vanished."
1201,100031033202601201,202601201,2024-12-10,870,1033,3,1,17,57,1,39,2024-12-02 20:51:22,2024-12-03 06:51:22,2024-12-10 20:51:22,12.364442,76.699163,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹232632 and cash were stolen.
1202,100041040202601202,202601202,2024-02-04,777,1040,4,1,20,82,3,11,2024-01-31 06:15:49,2024-02-01 05:15:49,2024-02-04 06:15:49,12.850643,74.78828,The accused posed as a real estate agent and collected ₹166490 as advance for a site. Later it was found the documents were forged.
1203,100311230202601203,202601203,2024-11-13,360,1230,1,1,11,72,1,33,2024-11-09 18:57:44,2024-11-09 21:57:44,2024-11-13 18:57:44,14.294007,76.361075,The accused posed as a real estate agent and collected ₹213204 as advance for a site. Later it was found the documents were forged.
1204,100011006202601204,202601204,2024-02-04,425,1006,1,1,2,25,1,45,2024-02-02 01:38:31,2024-02-03 05:38:31,2024-02-04 01:38:31,12.931585,77.586808,"During a raid, police apprehended a suspect carrying 284 grams of MDMA intended for distribution among college students."
1205,100011001202601205,202601205,2026-05-31,816,1001,1,2,9,77,3,35,2026-05-22 03:28:10,2026-05-22 12:28:10,2026-05-31 03:28:10,12.982012,77.509826,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹271545 and cash were stolen.
1206,100041042202601206,202601206,2024-03-05,181,1042,3,2,15,35,2,27,2024-03-03 23:34:08,2024-03-04 17:34:08,2024-03-05 23:34:08,12.949274,74.944744,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
1207,100031025202601207,202601207,2024-12-17,924,1025,3,2,8,90,2,38,2024-12-08 19:34:07,2024-12-10 11:34:07,2024-12-17 19:34:07,12.339702,76.61743,The victim was found murdered in an isolated plot. Preliminary investigation suggests previous enmity as the motive.
1208,100011010202601208,202601208,2026-05-03,421,1010,1,2,2,15,1,8,2026-04-23 16:47:16,2026-04-24 09:47:16,2026-05-03 16:47:16,13.033755,77.498589,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹293875 and cash were stolen.
1209,100051046202601209,202601209,2024-04-01,216,1046,1,2,3,61,3,6,2024-03-31 00:19:18,2024-03-31 23:19:18,2024-04-01 00:19:18,15.782872,74.542976,The victim was found murdered in an isolated plot. Preliminary investigation suggests previous enmity as the motive.
1210,100021016202601210,202601210,2024-12-18,627,1016,1,2,19,34,2,21,2024-12-15 17:45:15,2024-12-16 00:45:15,2024-12-18 17:45:15,13.364678,77.602046,The victim was found murdered in an isolated plot. Preliminary investigation suggests previous enmity as the motive.
1211,100011001202601211,202601211,2025-08-11,356,1001,1,2,6,7,1,19,2025-08-02 17:30:27,2025-08-04 07:30:27,2025-08-11 17:30:27,12.981451,77.503367,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
1212,100251186202601212,202601212,2025-03-01,265,1186,1,2,1,40,1,21,2025-02-22 14:24:18,2025-02-23 07:24:18,2025-03-01 14:24:18,14.860269,75.433721,Three unidentified men on a motorcycle intercepted the victim. They threatened with a machete and snatched a gold chain and mobile phone.
1213,100031029202601213,202601213,2026-01-31,296,1029,1,2,17,78,1,2,2026-01-25 05:36:59,2026-01-25 20:36:59,2026-01-31 05:36:59,12.223625,76.700924,Three unidentified men on a motorcycle intercepted the victim. They threatened with a machete and snatched a gold chain and mobile phone.
1214,100031027202601214,202601214,2025-07-28,211,1027,3,1,13,81,2,22,2025-07-23 01:03:52,2025-07-23 05:03:52,2025-07-28 01:03:52,12.264231,76.738062,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹156020 and cash were stolen.
1215,100051049202601215,202601215,2024-12-21,589,1049,1,1,16,40,1,26,2024-12-13 14:05:21,2024-12-14 18:05:21,2024-12-21 14:05:21,15.955935,74.489934,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹294296 and cash were stolen.
1216,100011006202601216,202601216,2024-04-14,646,1006,4,1,17,82,4,25,2024-04-05 14:19:44,2024-04-06 07:19:44,2024-04-14 14:19:44,12.898491,77.586908,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹77172 and cash were stolen.
1217,100311224202601217,202601217,2026-04-13,691,1224,1,2,20,46,1,29,2026-04-11 23:14:07,2026-04-12 11:14:07,2026-04-13 23:14:07,14.192775,76.474193,"Complainant was added to a WhatsApp group promising 300% guaranteed returns. They transferred ₹1284823 to UPI ID scammer39@paytm. When trying to withdraw, the scammers vanished."
1218,100261189202601218,202601218,2025-02-28,154,1189,1,2,7,68,1,17,2025-02-26 09:31:36,2025-02-26 20:31:36,2025-02-28 09:31:36,16.267593,75.679332,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹238292 and cash were stolen.
1219,100011013202601219,202601219,2026-01-13,938,1013,1,2,6,48,1,17,2026-01-04 16:02:33,2026-01-05 15:02:33,2026-01-13 16:02:33,13.056872,77.565469,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹162743 and cash were stolen.
1220,100271197202601220,202601220,2025-04-26,792,1197,1,2,14,33,4,20,2025-04-25 04:47:59,2025-04-25 07:47:59,2025-04-26 04:47:59,17.813069,77.519058,"Fraudster contacted the victim from +916519709079 claiming to be bank staff. They asked to install an APK file. Shortly after, ₹20241 was debited from their SBI account."
1221,100061056202601221,202601221,2025-12-26,888,1056,1,1,18,79,4,49,2025-12-18 19:22:31,2025-12-19 14:22:31,2025-12-26 19:22:31,15.453691,75.059746,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹101592 and cash were stolen.
1222,100111095202601222,202601222,2024-05-11,273,1095,1,2,1,25,2,36,2024-05-08 20:03:47,2024-05-10 04:03:47,2024-05-11 20:03:47,13.859651,75.477618,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
1223,100041036202601223,202601223,2024-04-23,946,1036,1,2,2,33,2,22,2024-04-16 01:17:04,2024-04-16 17:17:04,2024-04-23 01:17:04,12.864866,74.950784,"During a raid, police apprehended a suspect carrying 281 grams of MDMA intended for distribution among college students."
1224,100091079202601224,202601224,2024-02-21,968,1079,1,2,8,40,1,1,2024-02-17 13:47:27,2024-02-18 11:47:27,2024-02-21 13:47:27,16.258551,77.31016,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹257834 and cash were stolen.
1225,100011015202601225,202601225,2024-06-10,276,1015,1,1,9,33,4,17,2024-06-03 07:19:21,2024-06-04 06:19:21,2024-06-10 07:19:21,13.049705,77.611199,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
1226,100251185202601226,202601226,2025-02-10,322,1185,1,2,15,91,1,36,2025-01-31 11:07:19,2025-02-02 03:07:19,2025-02-10 11:07:19,14.907416,75.359503,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹64021 and cash were stolen.
1227,100011011202601227,202601227,2025-05-12,681,1011,1,1,19,55,2,38,2025-05-05 21:03:10,2025-05-07 13:03:10,2025-05-12 21:03:10,13.034229,77.652642,"Fraudster contacted the victim from +916540137296 claiming to be bank staff. They asked to install an APK file. Shortly after, ₹14639 was debited from their SBI account."
1228,100041036202601228,202601228,2024-04-04,485,1036,3,1,8,5,3,6,2024-04-01 15:17:40,2024-04-02 08:17:40,2024-04-04 15:17:40,12.855547,74.952705,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹132444 and cash were stolen.
1229,100211163202601229,202601229,2026-04-19,560,1163,1,2,6,67,3,16,2026-04-15 13:19:31,2026-04-17 03:19:31,2026-04-19 13:19:31,13.478109,77.785578,Three unidentified men on a motorcycle intercepted the victim. They threatened with a machete and snatched a gold chain and mobile phone.
1230,100011013202601230,202601230,2024-06-09,276,1013,1,2,17,66,4,4,2024-05-30 07:41:58,2024-05-30 21:41:58,2024-06-09 07:41:58,13.069424,77.561918,Victim received a video call from someone claiming to be CBI. They were told a FedEx courier with drugs was seized in their name. They transferred ₹348727 to clear their name.
1231,100091082202601231,202601231,2024-11-25,572,1082,1,2,14,49,1,8,2024-11-16 11:19:49,2024-11-17 12:19:49,2024-11-25 11:19:49,16.158291,77.316619,Victim received a video call from someone claiming to be CBI. They were told a FedEx courier with drugs was seized in their name. They transferred ₹33478 to clear their name.
1232,100011001202601232,202601232,2026-02-28,660,1001,3,2,3,38,3,13,2026-02-26 00:44:55,2026-02-26 01:44:55,2026-02-28 00:44:55,13.00336,77.514315,The victim was found murdered in an isolated plot. Preliminary investigation suggests previous enmity as the motive.
1233,100011013202601233,202601233,2024-05-24,622,1013,1,2,2,62,1,18,2024-05-22 09:04:19,2024-05-23 23:04:19,2024-05-24 09:04:19,13.072023,77.577829,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹290456 and cash were stolen.
1234,100021018202601234,202601234,2024-10-29,891,1018,3,2,1,59,1,49,2024-10-25 21:39:27,2024-10-27 20:39:27,2024-10-29 21:39:27,13.282761,77.557756,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹157129 and cash were stolen.
1235,100011003202601235,202601235,2024-01-06,805,1003,1,2,2,56,3,28,2023-12-31 10:47:57,2023-12-31 12:47:57,2024-01-06 10:47:57,13.010052,77.623117,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹263799 and cash were stolen.
1236,100291215202601236,202601236,2025-08-28,960,1215,1,2,8,37,3,1,2025-08-26 17:47:42,2025-08-28 15:47:42,2025-08-28 17:47:42,15.378329,76.262075,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹74124 and cash were stolen.
1237,100171136202601237,202601237,2025-05-18,529,1136,1,1,18,26,3,19,2025-05-14 05:01:24,2025-05-15 09:01:24,2025-05-18 05:01:24,13.423844,75.693906,"Fraudster contacted the victim from +916965067727 claiming to be bank staff. They asked to install an APK file. Shortly after, ₹22620 was debited from their SBI account."
1238,100041040202601238,202601238,2026-04-09,543,1040,1,2,18,72,1,34,2026-04-05 23:59:32,2026-04-07 10:59:32,2026-04-09 23:59:32,12.86966,74.801536,Three unidentified men on a motorcycle intercepted the victim. They threatened with a machete and snatched a gold chain and mobile phone.
1239,100241181202601239,202601239,2024-07-02,539,1181,1,2,6,47,1,30,2024-06-26 19:02:19,2024-06-28 09:02:19,2024-07-02 19:02:19,15.361057,75.614437,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
1240,100191152202601240,202601240,2025-08-08,634,1152,1,2,19,72,4,12,2025-07-31 17:36:47,2025-08-02 10:36:47,2025-08-08 17:36:47,12.797619,75.046105,"Fraudster contacted the victim from +919747071386 claiming to be bank staff. They asked to install an APK file. Shortly after, ₹13290 was debited from their SBI account."
1241,100011005202601241,202601241,2024-05-02,469,1005,3,2,11,66,1,21,2024-04-30 04:37:52,2024-05-01 10:37:52,2024-05-02 04:37:52,12.936218,77.518303,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
1242,100291210202601242,202601242,2025-12-16,789,1210,1,2,18,19,3,18,2025-12-14 11:19:05,2025-12-15 22:19:05,2025-12-16 11:19:05,15.27225,76.085538,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹73648 and cash were stolen.
1243,100011012202601243,202601243,2025-09-17,560,1012,1,2,2,91,1,17,2025-09-07 17:57:16,2025-09-07 22:57:16,2025-09-17 17:57:16,12.93708,77.512777,Miscellaneous complaint registered regarding public nuisance and damage to public property.
1244,100101087202601244,202601244,2025-02-17,898,1087,1,2,17,17,3,1,2025-02-11 20:09:02,2025-02-13 00:09:02,2025-02-17 20:09:02,14.410259,75.816095,"During a raid, police apprehended a suspect carrying 153 grams of MDMA intended for distribution among college students."
1245,100191147202601245,202601245,2024-07-15,508,1147,1,1,8,91,3,22,2024-07-13 05:52:08,2024-07-14 22:52:08,2024-07-15 05:52:08,12.827262,75.078057,The victim was found murdered in an isolated plot. Preliminary investigation suggests previous enmity as the motive.
1246,100011001202601246,202601246,2025-12-14,159,1001,1,2,3,63,1,34,2025-12-09 14:06:48,2025-12-09 15:06:48,2025-12-14 14:06:48,12.998285,77.486707,"Complainant was added to a WhatsApp group promising 300% guaranteed returns. They transferred ₹1827584 to UPI ID user160@ybl. When trying to withdraw, the scammers vanished."
1247,100061060202601247,202601247,2024-10-10,593,1060,1,2,3,8,4,23,2024-10-04 22:05:35,2024-10-04 23:05:35,2024-10-10 22:05:35,15.376109,75.040018,"Complainant was added to a WhatsApp group promising 300% guaranteed returns. They transferred ₹1553818 to UPI ID invest169@okicici. When trying to withdraw, the scammers vanished."
1248,100271201202601248,202601248,2024-04-01,290,1201,3,1,14,11,3,48,2024-03-30 15:44:55,2024-03-31 12:44:55,2024-04-01 15:44:55,17.979964,77.552149,"Fraudster contacted the victim from +918962958940 claiming to be bank staff. They asked to install an APK file. Shortly after, ₹5067 was debited from their SBI account."
1249,100221170202601249,202601249,2025-07-17,115,1170,1,1,1,62,2,17,2025-07-11 11:27:16,2025-07-13 07:27:16,2025-07-17 11:27:16,13.122635,78.058551,"Complainant was added to a WhatsApp group promising 300% guaranteed returns. They transferred ₹161652 to UPI ID invest169@okicici. When trying to withdraw, the scammers vanished."
1250,100241182202601250,202601250,2024-05-14,634,1182,1,2,15,53,1,38,2024-05-11 13:33:56,2024-05-13 02:33:56,2024-05-14 13:33:56,15.4251,75.59219,A minor went missing from outside their school. Witnesses reported seeing them being forced into a white van.
1251,100041037202601251,202601251,2025-10-02,627,1037,1,2,5,61,3,13,2025-09-22 05:08:03,2025-09-24 04:08:03,2025-10-02 05:08:03,12.979658,74.837198,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹206022 and cash were stolen.
1252,100161130202601252,202601252,2024-05-08,801,1130,1,2,6,9,2,30,2024-05-01 09:08:03,2024-05-02 00:08:03,2024-05-08 09:08:03,11.939528,76.912985,"Fraudster contacted the victim from +918710566582 claiming to be bank staff. They asked to install an APK file. Shortly after, ₹9634 was debited from their SBI account."
1253,100231172202601253,202601253,2025-07-13,982,1172,1,2,9,70,2,28,2025-07-12 03:38:58,2025-07-13 05:38:58,2025-07-13 03:38:58,16.846804,77.201373,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹187368 and cash were stolen.
1254,100011007202601254,202601254,2025-11-26,491,1007,1,2,10,52,4,9,2025-11-20 15:22:03,2025-11-21 06:22:03,2025-11-26 15:22:03,12.892547,77.551606,"Fraudster contacted the victim from +918266341635 claiming to be bank staff. They asked to install an APK file. Shortly after, ₹21473 was debited from their SBI account."
1255,100041039202601255,202601255,2025-06-02,310,1039,1,2,19,24,1,47,2025-05-26 20:08:34,2025-05-27 07:08:34,2025-06-02 20:08:34,13.005198,74.843509,"Complainant was added to a WhatsApp group promising 300% guaranteed returns. They transferred ₹1994085 to UPI ID invest169@okicici. When trying to withdraw, the scammers vanished."
1256,100181142202601256,202601256,2024-02-22,714,1142,1,2,4,30,2,7,2024-02-21 20:08:42,2024-02-23 15:08:42,2024-02-22 20:08:42,14.845283,74.76319,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
1257,100281203202601257,202601257,2025-12-19,498,1203,1,2,2,88,1,45,2025-12-11 18:41:44,2025-12-13 14:41:44,2025-12-19 18:41:44,16.82796,75.763089,Three unidentified men on a motorcycle intercepted the victim. They threatened with a machete and snatched a gold chain and mobile phone.
1258,100011011202601258,202601258,2024-02-06,281,1011,3,2,1,11,2,43,2024-02-04 23:04:03,2024-02-06 19:04:03,2024-02-06 23:04:03,13.027602,77.62358,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹212786 and cash were stolen.
1259,100011008202601259,202601259,2025-05-02,427,1008,4,1,4,44,3,14,2025-05-01 09:20:10,2025-05-01 15:20:10,2025-05-02 09:20:10,13.017581,77.597882,Three unidentified men on a motorcycle intercepted the victim. They threatened with a machete and snatched a gold chain and mobile phone.
1260,100211160202601260,202601260,2025-06-23,389,1160,1,2,2,64,2,7,2025-06-22 02:00:42,2025-06-23 07:00:42,2025-06-23 02:00:42,13.536265,77.754046,Miscellaneous complaint registered regarding public nuisance and damage to public property.
1261,100131112202601261,202601261,2024-10-24,128,1112,3,2,8,86,2,49,2024-10-18 02:47:42,2024-10-19 20:47:42,2024-10-24 02:47:42,12.955972,76.186862,The victim was found murdered in an isolated plot. Preliminary investigation suggests previous enmity as the motive.
1262,100181138202601262,202601262,2024-01-16,692,1138,1,2,4,1,3,18,2024-01-12 02:29:24,2024-01-13 23:29:24,2024-01-16 02:29:24,14.699852,74.884717,Miscellaneous complaint registered regarding public nuisance and damage to public property.
1263,100011001202601263,202601263,2024-11-29,326,1001,1,1,11,79,1,40,2024-11-19 05:37:22,2024-11-19 12:37:22,2024-11-29 05:37:22,13.003948,77.518494,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹182771 and cash were stolen.
1264,100231175202601264,202601264,2025-07-11,160,1175,1,1,14,63,1,37,2025-07-09 22:59:01,2025-07-10 01:59:01,2025-07-11 22:59:01,16.834207,77.127898,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹246619 and cash were stolen.
1265,100271196202601265,202601265,2024-01-30,369,1196,1,1,2,100,1,45,2024-01-22 20:37:57,2024-01-24 03:37:57,2024-01-30 20:37:57,17.96042,77.450044,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹162321 and cash were stolen.
1266,100231174202601266,202601266,2026-02-17,815,1174,1,1,12,29,3,2,2026-02-12 04:54:46,2026-02-13 18:54:46,2026-02-17 04:54:46,16.799415,77.160117,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹228315 and cash were stolen.
1267,100011008202601267,202601267,2025-12-13,488,1008,1,2,11,33,1,9,2025-12-05 05:14:03,2025-12-05 19:14:03,2025-12-13 05:14:03,12.994944,77.58391,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹91202 and cash were stolen.
1268,100241178202601268,202601268,2025-03-20,415,1178,1,2,11,13,3,5,2025-03-16 01:58:16,2025-03-16 16:58:16,2025-03-20 01:58:16,15.502586,75.721217,"Fraudster contacted the victim from +918605301030 claiming to be bank staff. They asked to install an APK file. Shortly after, ₹17043 was debited from their SBI account."
1269,100011013202601269,202601269,2024-02-19,523,1013,3,1,17,33,1,16,2024-02-10 15:07:07,2024-02-12 03:07:07,2024-02-19 15:07:07,13.068769,77.577613,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
1270,100011015202601270,202601270,2024-06-30,872,1015,1,2,19,72,1,35,2024-06-22 04:57:44,2024-06-23 02:57:44,2024-06-30 04:57:44,13.052882,77.619996,"Complainant was added to a WhatsApp group promising 300% guaranteed returns. They transferred ₹981286 to UPI ID scammer39@paytm. When trying to withdraw, the scammers vanished."
1271,100031033202601271,202601271,2024-10-16,923,1033,1,1,6,2,3,45,2024-10-09 01:07:10,2024-10-10 20:07:10,2024-10-16 01:07:10,12.375213,76.687067,"Fraudster contacted the victim from +916304912982 claiming to be bank staff. They asked to install an APK file. Shortly after, ₹43901 was debited from their SBI account."
1272,100011006202601272,202601272,2025-07-03,217,1006,1,1,3,45,2,11,2025-07-02 11:45:13,2025-07-03 16:45:13,2025-07-03 11:45:13,12.898438,77.594149,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
1273,100011013202601273,202601273,2026-05-05,637,1013,1,2,4,67,2,37,2026-05-03 12:43:52,2026-05-04 11:43:52,2026-05-05 12:43:52,13.07106,77.548649,Victim received a video call from someone claiming to be CBI. They were told a FedEx courier with drugs was seized in their name. They transferred ₹236203 to clear their name.
1274,100241182202601274,202601274,2024-01-07,663,1182,1,2,3,94,2,38,2024-01-01 15:25:04,2024-01-03 03:25:04,2024-01-07 15:25:04,15.405919,75.583957,The accused posed as a real estate agent and collected ₹693015 as advance for a site. Later it was found the documents were forged.
1275,100221169202601275,202601275,2025-12-21,590,1169,1,2,18,98,3,45,2025-12-15 09:51:11,2025-12-16 01:51:11,2025-12-21 09:51:11,13.127303,78.090645,The accused posed as a real estate agent and collected ₹838174 as advance for a site. Later it was found the documents were forged.
1276,100051047202601276,202601276,2024-04-14,439,1047,1,2,10,7,3,43,2024-04-05 08:13:55,2024-04-06 02:13:55,2024-04-14 08:13:55,15.903134,74.499836,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
1277,100011009202601277,202601277,2024-08-02,778,1009,1,2,5,8,2,17,2024-07-29 12:49:11,2024-07-29 21:49:11,2024-08-02 12:49:11,12.897847,77.614501,"Complainant was added to a WhatsApp group promising 300% guaranteed returns. They transferred ₹390815 to UPI ID user160@ybl. When trying to withdraw, the scammers vanished."
1278,100011005202601278,202601278,2026-01-26,468,1005,3,2,19,78,3,46,2026-01-24 22:55:01,2026-01-26 01:55:01,2026-01-26 22:55:01,12.962177,77.509805,Miscellaneous complaint registered regarding public nuisance and damage to public property.
1279,100011001202601279,202601279,2024-07-15,972,1001,1,2,5,17,1,46,2024-07-12 13:29:30,2024-07-13 04:29:30,2024-07-15 13:29:30,13.008876,77.484705,Three unidentified men on a motorcycle intercepted the victim. They threatened with a machete and snatched a gold chain and mobile phone.
1280,100031029202601280,202601280,2024-07-16,443,1029,1,2,2,53,1,17,2024-07-14 14:03:56,2024-07-15 17:03:56,2024-07-16 14:03:56,12.219776,76.693939,The accused posed as a real estate agent and collected ₹208250 as advance for a site. Later it was found the documents were forged.
1281,100011001202601281,202601281,2024-03-30,725,1001,1,2,18,29,1,9,2024-03-20 05:33:37,2024-03-20 12:33:37,2024-03-30 05:33:37,13.00328,77.516998,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹257892 and cash were stolen.
1282,100131112202601282,202601282,2024-02-05,985,1112,3,2,20,6,1,11,2024-01-31 14:26:09,2024-02-01 15:26:09,2024-02-05 14:26:09,12.94101,76.192137,The accused posed as a real estate agent and collected ₹727273 as advance for a site. Later it was found the documents were forged.
1283,100051047202601283,202601283,2024-07-04,501,1047,4,2,6,20,1,37,2024-06-24 09:00:20,2024-06-25 10:00:20,2024-07-04 09:00:20,15.889283,74.47205,Miscellaneous complaint registered regarding public nuisance and damage to public property.
1284,100011014202601284,202601284,2024-11-11,571,1014,1,2,2,50,3,15,2024-11-04 09:17:07,2024-11-05 11:17:07,2024-11-11 09:17:07,12.886941,77.494503,Miscellaneous complaint registered regarding public nuisance and damage to public property.
1285,100081072202601285,202601285,2024-05-10,771,1072,1,2,2,57,3,28,2024-05-05 15:56:51,2024-05-06 11:56:51,2024-05-10 15:56:51,15.169229,76.861905,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
1286,100011004202601286,202601286,2025-04-20,294,1004,1,2,5,22,2,25,2025-04-17 14:49:43,2025-04-18 20:49:43,2025-04-20 14:49:43,13.058727,77.51469,The accused posed as a real estate agent and collected ₹297724 as advance for a site. Later it was found the documents were forged.
1287,100011015202601287,202601287,2024-07-01,428,1015,1,2,9,87,1,10,2024-06-22 11:38:30,2024-06-24 08:38:30,2024-07-01 11:38:30,13.029757,77.611782,Victim received a video call from someone claiming to be CBI. They were told a FedEx courier with drugs was seized in their name. They transferred ₹144074 to clear their name.
1288,100011009202601288,202601288,2026-03-08,251,1009,4,2,8,93,2,20,2026-02-26 06:54:13,2026-02-27 09:54:13,2026-03-08 06:54:13,12.91704,77.612173,The accused posed as a real estate agent and collected ₹141199 as advance for a site. Later it was found the documents were forged.
1289,100241182202601289,202601289,2024-05-11,388,1182,1,2,15,24,1,24,2024-05-08 11:26:09,2024-05-10 10:26:09,2024-05-11 11:26:09,15.429448,75.590247,The accused posed as a real estate agent and collected ₹698625 as advance for a site. Later it was found the documents were forged.
1290,100061057202601290,202601290,2026-04-05,641,1057,1,2,16,52,1,2,2026-03-30 20:33:23,2026-04-01 15:33:23,2026-04-05 20:33:23,15.382786,75.077705,Victim received a video call from someone claiming to be CBI. They were told a FedEx courier with drugs was seized in their name. They transferred ₹146703 to clear their name.
1291,100011012202601291,202601291,2025-02-18,700,1012,1,2,9,93,2,50,2025-02-10 21:19:18,2025-02-11 23:19:18,2025-02-18 21:19:18,12.950784,77.521312,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹172396 and cash were stolen.
1292,100271201202601292,202601292,2025-06-05,845,1201,1,2,20,100,3,33,2025-05-29 04:28:44,2025-05-30 05:28:44,2025-06-05 04:28:44,17.969967,77.527992,Miscellaneous complaint registered regarding public nuisance and damage to public property.
1293,100011013202601293,202601293,2024-04-08,440,1013,1,2,20,40,2,33,2024-04-07 18:30:50,2024-04-09 07:30:50,2024-04-08 18:30:50,13.054257,77.545082,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹287487 and cash were stolen.
1294,100011006202601294,202601294,2024-10-14,215,1006,3,2,8,2,1,30,2024-10-06 22:53:58,2024-10-07 10:53:58,2024-10-14 22:53:58,12.919166,77.588595,Three unidentified men on a motorcycle intercepted the victim. They threatened with a machete and snatched a gold chain and mobile phone.
1295,100211161202601295,202601295,2024-07-31,657,1161,3,1,19,26,4,16,2024-07-26 08:52:33,2024-07-28 02:52:33,2024-07-31 08:52:33,13.445658,77.766747,"Fraudster contacted the victim from +916965067727 claiming to be bank staff. They asked to install an APK file. Shortly after, ₹12776 was debited from their SBI account."
