CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PoliceStationID,latitude,longitude,CaseCategoryID,GravityOffenceID,CaseStatusID,CrimeType,BriefFacts
972,"undefined","undefined","undefined",1056,undefined,undefined,1,2,1,"Murder/Attempt","Detailed facts about Murder/Attempt"
973,"undefined","undefined","undefined",1007,undefined,undefined,1,2,2,"Assault/Violent","Detailed facts about Assault/Violent"
974,"undefined","undefined","undefined",1001,undefined,undefined,1,2,1,"Robbery/Dacoity","Detailed facts about Robbery/Dacoity"
975,"undefined","undefined","undefined",1221,undefined,undefined,1,2,2,"Cybercrime","Detailed facts about Cybercrime"
976,"undefined","undefined","undefined",1008,undefined,undefined,1,2,2,"Fraud/Cheating","Detailed facts about Fraud/Cheating"
977,"undefined","undefined","undefined",1036,undefined,undefined,1,2,1,"Cybercrime","Detailed facts about Cybercrime"
978,"undefined","undefined","undefined",1175,undefined,undefined,1,2,2,"Fraud/Cheating","Detailed facts about Fraud/Cheating"
979,"undefined","undefined","undefined",1212,undefined,undefined,1,2,1,"Narcotics","Detailed facts about Narcotics"
980,"undefined","undefined","undefined",1151,undefined,undefined,1,1,1,"Fraud/Cheating","Detailed facts about Fraud/Cheating"
981,"undefined","undefined","undefined",1189,undefined,undefined,1,2,3,"Robbery/Dacoity","Detailed facts about Robbery/Dacoity"
982,"undefined","undefined","undefined",1058,undefined,undefined,1,2,3,"Cybercrime","Detailed facts about Cybercrime"
983,"undefined","undefined","undefined",1030,undefined,undefined,1,2,1,"Others","Detailed facts about Others"
984,"undefined","undefined","undefined",1180,undefined,undefined,1,2,3,"Cybercrime","Detailed facts about Cybercrime"
985,"undefined","undefined","undefined",1003,undefined,undefined,1,2,3,"Others","Detailed facts about Others"
986,"undefined","undefined","undefined",1130,undefined,undefined,1,1,3,"Cybercrime","Detailed facts about Cybercrime"
987,"undefined","undefined","undefined",1002,undefined,undefined,1,2,4,"Robbery/Dacoity","Detailed facts about Robbery/Dacoity"
988,"undefined","undefined","undefined",1002,undefined,undefined,1,2,4,"Theft/Property","Detailed facts about Theft/Property"
989,"undefined","undefined","undefined",1034,undefined,undefined,1,2,1,"Others","Detailed facts about Others"
990,"undefined","undefined","undefined",1014,undefined,undefined,1,1,1,"Robbery/Dacoity","Detailed facts about Robbery/Dacoity"
991,"undefined","undefined","undefined",1001,undefined,undefined,1,1,1,"Kidnapping","Detailed facts about Kidnapping"
992,"undefined","undefined","undefined",1002,undefined,undefined,1,2,2,"Murder/Attempt","Detailed facts about Murder/Attempt"
993,"undefined","undefined","undefined",1025,undefined,undefined,1,1,1,"Fraud/Cheating","Detailed facts about Fraud/Cheating"
994,"undefined","undefined","undefined",1182,undefined,undefined,1,2,2,"Fraud/Cheating","Detailed facts about Fraud/Cheating"
995,"undefined","undefined","undefined",1036,undefined,undefined,1,1,2,"Robbery/Dacoity","Detailed facts about Robbery/Dacoity"
996,"undefined","undefined","undefined",1014,undefined,undefined,1,2,1,"Cybercrime","Detailed facts about Cybercrime"
997,"undefined","undefined","undefined",1025,undefined,undefined,1,2,1,"Fraud/Cheating","Detailed facts about Fraud/Cheating"
998,"undefined","undefined","undefined",1003,undefined,undefined,1,2,1,"Fraud/Cheating","Detailed facts about Fraud/Cheating"
999,"undefined","undefined","undefined",1124,undefined,undefined,1,1,1,"Narcotics","Detailed facts about Narcotics"
1000,"undefined","undefined","undefined",1006,undefined,undefined,1,1,2,"Narcotics","Detailed facts about Narcotics"
1001,"undefined","undefined","undefined",1049,undefined,undefined,1,1,2,"Cybercrime","Detailed facts about Cybercrime"
1002,"undefined","undefined","undefined",1013,undefined,undefined,1,2,1,"Cybercrime","Detailed facts about Cybercrime"
1003,"undefined","undefined","undefined",1005,undefined,undefined,1,2,3,"Assault/Violent","Detailed facts about Assault/Violent"
1004,"undefined","undefined","undefined",1015,undefined,undefined,1,2,2,"Fraud/Cheating","Detailed facts about Fraud/Cheating"
1005,"undefined","undefined","undefined",1227,undefined,undefined,1,1,2,"Cybercrime","Detailed facts about Cybercrime"
1006,"undefined","undefined","undefined",1153,undefined,undefined,1,2,1,"Theft/Property","Detailed facts about Theft/Property"
1007,"undefined","undefined","undefined",1030,undefined,undefined,1,2,1,"Theft/Property","Detailed facts about Theft/Property"
1008,"undefined","undefined","undefined",1008,undefined,undefined,1,2,1,"Murder/Attempt","Detailed facts about Murder/Attempt"
1009,"undefined","undefined","undefined",1001,undefined,undefined,1,2,3,"Cybercrime","Detailed facts about Cybercrime"
1010,"undefined","undefined","undefined",1136,undefined,undefined,1,1,4,"Others","Detailed facts about Others"
1011,"undefined","undefined","undefined",1006,undefined,undefined,1,2,1,"Theft/Property","Detailed facts about Theft/Property"
1012,"undefined","undefined","undefined",1050,undefined,undefined,1,2,1,"Fraud/Cheating","Detailed facts about Fraud/Cheating"
1013,"undefined","undefined","undefined",1093,undefined,undefined,1,1,2,"Theft/Property","Detailed facts about Theft/Property"
1014,"undefined","undefined","undefined",1158,undefined,undefined,1,1,1,"Cybercrime","Detailed facts about Cybercrime"
1015,"undefined","undefined","undefined",1010,undefined,undefined,1,2,3,"Assault/Violent","Detailed facts about Assault/Violent"
1016,"undefined","undefined","undefined",1003,undefined,undefined,1,1,1,"Narcotics","Detailed facts about Narcotics"
1017,"undefined","undefined","undefined",1005,undefined,undefined,1,1,2,"Fraud/Cheating","Detailed facts about Fraud/Cheating"
1018,"undefined","undefined","undefined",1008,undefined,undefined,1,2,1,"Assault/Violent","Detailed facts about Assault/Violent"
1019,"undefined","undefined","undefined",1032,undefined,undefined,1,1,1,"Cybercrime","Detailed facts about Cybercrime"
1020,"undefined","undefined","undefined",1005,undefined,undefined,1,2,1,"Fraud/Cheating","Detailed facts about Fraud/Cheating"
1021,"undefined","undefined","undefined",1001,undefined,undefined,1,2,2,"Theft/Property","Detailed facts about Theft/Property"
1022,"undefined","undefined","undefined",1004,undefined,undefined,1,2,1,"Assault/Violent","Detailed facts about Assault/Violent"
1023,"undefined","undefined","undefined",1003,undefined,undefined,1,1,1,"Narcotics","Detailed facts about Narcotics"
1024,"undefined","undefined","undefined",1003,undefined,undefined,1,1,4,"Narcotics","Detailed facts about Narcotics"
1025,"undefined","undefined","undefined",1166,undefined,undefined,1,1,1,"Assault/Violent","Detailed facts about Assault/Violent"
1026,"undefined","undefined","undefined",1136,undefined,undefined,1,1,1,"Murder/Attempt","Detailed facts about Murder/Attempt"
1027,"undefined","undefined","undefined",1095,undefined,undefined,1,2,1,"Robbery/Dacoity","Detailed facts about Robbery/Dacoity"
1028,"undefined","undefined","undefined",1012,undefined,undefined,1,2,1,"Narcotics","Detailed facts about Narcotics"
1029,"undefined","undefined","undefined",1024,undefined,undefined,1,2,1,"Others","Detailed facts about Others"
1030,"undefined","undefined","undefined",1095,undefined,undefined,1,1,2,"Cybercrime","Detailed facts about Cybercrime"
1031,"undefined","undefined","undefined",1041,undefined,undefined,1,2,1,"Cybercrime","Detailed facts about Cybercrime"
1032,"undefined","undefined","undefined",1029,undefined,undefined,1,1,1,"Theft/Property","Detailed facts about Theft/Property"
1033,"undefined","undefined","undefined",1190,undefined,undefined,1,1,3,"Fraud/Cheating","Detailed facts about Fraud/Cheating"
1034,"undefined","undefined","undefined",1001,undefined,undefined,1,2,1,"Theft/Property","Detailed facts about Theft/Property"
1035,"undefined","undefined","undefined",1015,undefined,undefined,1,2,3,"Robbery/Dacoity","Detailed facts about Robbery/Dacoity"
1036,"undefined","undefined","undefined",1012,undefined,undefined,1,2,3,"Theft/Property","Detailed facts about Theft/Property"
1037,"undefined","undefined","undefined",1058,undefined,undefined,1,2,2,"Others","Detailed facts about Others"
1038,"undefined","undefined","undefined",1057,undefined,undefined,1,1,2,"Cybercrime","Detailed facts about Cybercrime"
1039,"undefined","undefined","undefined",1060,undefined,undefined,1,2,2,"Theft/Property","Detailed facts about Theft/Property"
1040,"undefined","undefined","undefined",1067,undefined,undefined,1,2,1,"Theft/Property","Detailed facts about Theft/Property"
1041,"undefined","undefined","undefined",1015,undefined,undefined,1,2,3,"Robbery/Dacoity","Detailed facts about Robbery/Dacoity"
1042,"undefined","undefined","undefined",1014,undefined,undefined,1,1,1,"Cybercrime","Detailed facts about Cybercrime"
1043,"undefined","undefined","undefined",1143,undefined,undefined,1,2,1,"Theft/Property","Detailed facts about Theft/Property"
1044,"undefined","undefined","undefined",1044,undefined,undefined,1,2,2,"Assault/Violent","Detailed facts about Assault/Violent"
1045,"undefined","undefined","undefined",1011,undefined,undefined,1,1,1,"Fraud/Cheating","Detailed facts about Fraud/Cheating"
1046,"undefined","undefined","undefined",1169,undefined,undefined,1,2,1,"Cybercrime","Detailed facts about Cybercrime"
1047,"undefined","undefined","undefined",1026,undefined,undefined,1,2,2,"Murder/Attempt","Detailed facts about Murder/Attempt"
1048,"undefined","undefined","undefined",1054,undefined,undefined,1,2,2,"Murder/Attempt","Detailed facts about Murder/Attempt"
1049,"undefined","undefined","undefined",1011,undefined,undefined,1,2,1,"Others","Detailed facts about Others"
1050,"undefined","undefined","undefined",1022,undefined,undefined,1,2,2,"Cybercrime","Detailed facts about Cybercrime"
1051,"undefined","undefined","undefined",1029,undefined,undefined,1,2,3,"Assault/Violent","Detailed facts about Assault/Violent"
1052,"undefined","undefined","undefined",1029,undefined,undefined,1,2,2,"Theft/Property","Detailed facts about Theft/Property"
1053,"undefined","undefined","undefined",1154,undefined,undefined,1,2,2,"Robbery/Dacoity","Detailed facts about Robbery/Dacoity"
1054,"undefined","undefined","undefined",1214,undefined,undefined,1,1,1,"Assault/Violent","Detailed facts about Assault/Violent"
1055,"undefined","undefined","undefined",1205,undefined,undefined,1,1,2,"Fraud/Cheating","Detailed facts about Fraud/Cheating"
1056,"undefined","undefined","undefined",1031,undefined,undefined,1,1,3,"Robbery/Dacoity","Detailed facts about Robbery/Dacoity"
1057,"undefined","undefined","undefined",1015,undefined,undefined,1,1,3,"Robbery/Dacoity","Detailed facts about Robbery/Dacoity"
1058,"undefined","undefined","undefined",1013,undefined,undefined,1,2,1,"Fraud/Cheating","Detailed facts about Fraud/Cheating"
1059,"undefined","undefined","undefined",1060,undefined,undefined,1,2,3,"Cybercrime","Detailed facts about Cybercrime"
1060,"undefined","undefined","undefined",1010,undefined,undefined,1,1,3,"Fraud/Cheating","Detailed facts about Fraud/Cheating"
1061,"undefined","undefined","undefined",1035,undefined,undefined,1,2,2,"Cybercrime","Detailed facts about Cybercrime"
1062,"undefined","undefined","undefined",1015,undefined,undefined,1,2,2,"Kidnapping","Detailed facts about Kidnapping"
1063,"undefined","undefined","undefined",1009,undefined,undefined,1,2,4,"Cybercrime","Detailed facts about Cybercrime"
1064,"undefined","undefined","undefined",1012,undefined,undefined,1,2,2,"Cybercrime","Detailed facts about Cybercrime"
1065,"undefined","undefined","undefined",1001,undefined,undefined,1,2,1,"Fraud/Cheating","Detailed facts about Fraud/Cheating"
1066,"undefined","undefined","undefined",1019,undefined,undefined,1,2,2,"Narcotics","Detailed facts about Narcotics"
1067,"undefined","undefined","undefined",1166,undefined,undefined,1,2,4,"Cybercrime","Detailed facts about Cybercrime"
1068,"undefined","undefined","undefined",1174,undefined,undefined,1,2,2,"Theft/Property","Detailed facts about Theft/Property"
1069,"undefined","undefined","undefined",1115,undefined,undefined,1,2,1,"Others","Detailed facts about Others"
1070,"undefined","undefined","undefined",1062,undefined,undefined,1,2,2,"Assault/Violent","Detailed facts about Assault/Violent"
1071,"undefined","undefined","undefined",1002,undefined,undefined,1,2,1,"Theft/Property","Detailed facts about Theft/Property"
1072,"undefined","undefined","undefined",1099,undefined,undefined,1,2,1,"Kidnapping","Detailed facts about Kidnapping"
1073,"undefined","undefined","undefined",1010,undefined,undefined,1,2,1,"Others","Detailed facts about Others"
1074,"undefined","undefined","undefined",1197,undefined,undefined,1,2,4,"Fraud/Cheating","Detailed facts about Fraud/Cheating"
1075,"undefined","undefined","undefined",1116,undefined,undefined,1,1,4,"Assault/Violent","Detailed facts about Assault/Violent"
1076,"undefined","undefined","undefined",1082,undefined,undefined,1,2,2,"Theft/Property","Detailed facts about Theft/Property"
1077,"undefined","undefined","undefined",1012,undefined,undefined,1,1,3,"Cybercrime","Detailed facts about Cybercrime"
1078,"undefined","undefined","undefined",1010,undefined,undefined,1,1,1,"Theft/Property","Detailed facts about Theft/Property"
1079,"undefined","undefined","undefined",1027,undefined,undefined,1,2,1,"Theft/Property","Detailed facts about Theft/Property"
1080,"undefined","undefined","undefined",1010,undefined,undefined,1,2,3,"Narcotics","Detailed facts about Narcotics"
1081,"undefined","undefined","undefined",1030,undefined,undefined,1,1,4,"Murder/Attempt","Detailed facts about Murder/Attempt"
1082,"undefined","undefined","undefined",1040,undefined,undefined,1,2,4,"Fraud/Cheating","Detailed facts about Fraud/Cheating"
1083,"undefined","undefined","undefined",1001,undefined,undefined,1,2,1,"Robbery/Dacoity","Detailed facts about Robbery/Dacoity"
1084,"undefined","undefined","undefined",1010,undefined,undefined,1,1,1,"Theft/Property","Detailed facts about Theft/Property"
1085,"undefined","undefined","undefined",1056,undefined,undefined,1,2,3,"Theft/Property","Detailed facts about Theft/Property"
1086,"undefined","undefined","undefined",1001,undefined,undefined,1,1,1,"Others","Detailed facts about Others"
1087,"undefined","undefined","undefined",1109,undefined,undefined,1,2,1,"Kidnapping","Detailed facts about Kidnapping"
1088,"undefined","undefined","undefined",1001,undefined,undefined,1,1,3,"Fraud/Cheating","Detailed facts about Fraud/Cheating"
1089,"undefined","undefined","undefined",1005,undefined,undefined,1,1,1,"Fraud/Cheating","Detailed facts about Fraud/Cheating"
1090,"undefined","undefined","undefined",1025,undefined,undefined,1,1,2,"Cybercrime","Detailed facts about Cybercrime"
1091,"undefined","undefined","undefined",1001,undefined,undefined,1,2,4,"Fraud/Cheating","Detailed facts about Fraud/Cheating"
1092,"undefined","undefined","undefined",1046,undefined,undefined,1,2,3,"Cybercrime","Detailed facts about Cybercrime"
1093,"undefined","undefined","undefined",1098,undefined,undefined,1,1,3,"Fraud/Cheating","Detailed facts about Fraud/Cheating"
1094,"undefined","undefined","undefined",1053,undefined,undefined,1,1,3,"Assault/Violent","Detailed facts about Assault/Violent"
1095,"undefined","undefined","undefined",1130,undefined,undefined,1,1,1,"Fraud/Cheating","Detailed facts about Fraud/Cheating"
1096,"undefined","undefined","undefined",1013,undefined,undefined,1,2,1,"Cybercrime","Detailed facts about Cybercrime"
1097,"undefined","undefined","undefined",1035,undefined,undefined,1,2,4,"Fraud/Cheating","Detailed facts about Fraud/Cheating"
1098,"undefined","undefined","undefined",1190,undefined,undefined,1,2,1,"Fraud/Cheating","Detailed facts about Fraud/Cheating"
1099,"undefined","undefined","undefined",1018,undefined,undefined,1,2,1,"Assault/Violent","Detailed facts about Assault/Violent"
1100,"undefined","undefined","undefined",1023,undefined,undefined,1,1,3,"Cybercrime","Detailed facts about Cybercrime"
1101,"undefined","undefined","undefined",1186,undefined,undefined,1,2,2,"Cybercrime","Detailed facts about Cybercrime"
1102,"undefined","undefined","undefined",1044,undefined,undefined,1,2,3,"Robbery/Dacoity","Detailed facts about Robbery/Dacoity"
1103,"undefined","undefined","undefined",1008,undefined,undefined,1,2,1,"Robbery/Dacoity","Detailed facts about Robbery/Dacoity"
1104,"undefined","undefined","undefined",1010,undefined,undefined,1,2,4,"Fraud/Cheating","Detailed facts about Fraud/Cheating"
1105,"undefined","undefined","undefined",1005,undefined,undefined,1,2,1,"Theft/Property","Detailed facts about Theft/Property"
1106,"undefined","undefined","undefined",1013,undefined,undefined,1,2,2,"Others","Detailed facts about Others"
1107,"undefined","undefined","undefined",1015,undefined,undefined,1,1,4,"Cybercrime","Detailed facts about Cybercrime"
1108,"undefined","undefined","undefined",1010,undefined,undefined,1,2,1,"Narcotics","Detailed facts about Narcotics"
1109,"undefined","undefined","undefined",1044,undefined,undefined,1,2,1,"Assault/Violent","Detailed facts about Assault/Violent"
1110,"undefined","undefined","undefined",1199,undefined,undefined,1,2,3,"Assault/Violent","Detailed facts about Assault/Violent"
1111,"undefined","undefined","undefined",1030,undefined,undefined,1,2,3,"Theft/Property","Detailed facts about Theft/Property"
1112,"undefined","undefined","undefined",1102,undefined,undefined,1,2,1,"Theft/Property","Detailed facts about Theft/Property"
1113,"undefined","undefined","undefined",1062,undefined,undefined,1,2,4,"Cybercrime","Detailed facts about Cybercrime"
1114,"undefined","undefined","undefined",1047,undefined,undefined,1,2,2,"Assault/Violent","Detailed facts about Assault/Violent"
1115,"undefined","undefined","undefined",1008,undefined,undefined,1,1,2,"Cybercrime","Detailed facts about Cybercrime"
1116,"undefined","undefined","undefined",1003,undefined,undefined,1,2,2,"Theft/Property","Detailed facts about Theft/Property"
1117,"undefined","undefined","undefined",1205,undefined,undefined,1,2,1,"Kidnapping","Detailed facts about Kidnapping"
1118,"undefined","undefined","undefined",1015,undefined,undefined,1,2,1,"Theft/Property","Detailed facts about Theft/Property"
1119,"undefined","undefined","undefined",1012,undefined,undefined,1,2,2,"Fraud/Cheating","Detailed facts about Fraud/Cheating"
1120,"undefined","undefined","undefined",1005,undefined,undefined,1,2,2,"Cybercrime","Detailed facts about Cybercrime"
1121,"undefined","undefined","undefined",1015,undefined,undefined,1,2,1,"Theft/Property","Detailed facts about Theft/Property"
1122,"undefined","undefined","undefined",1169,undefined,undefined,1,1,2,"Robbery/Dacoity","Detailed facts about Robbery/Dacoity"
1123,"undefined","undefined","undefined",1203,undefined,undefined,1,2,1,"Cybercrime","Detailed facts about Cybercrime"
1124,"undefined","undefined","undefined",1003,undefined,undefined,1,2,1,"Theft/Property","Detailed facts about Theft/Property"
1125,"undefined","undefined","undefined",1092,undefined,undefined,1,2,1,"Murder/Attempt","Detailed facts about Murder/Attempt"
1126,"undefined","undefined","undefined",1001,undefined,undefined,1,2,1,"Fraud/Cheating","Detailed facts about Fraud/Cheating"
1127,"undefined","undefined","undefined",1094,undefined,undefined,1,2,1,"Cybercrime","Detailed facts about Cybercrime"
1128,"undefined","undefined","undefined",1050,undefined,undefined,1,2,1,"Murder/Attempt","Detailed facts about Murder/Attempt"
1129,"undefined","undefined","undefined",1025,undefined,undefined,1,1,2,"Others","Detailed facts about Others"
1130,"undefined","undefined","undefined",1005,undefined,undefined,1,2,3,"Assault/Violent","Detailed facts about Assault/Violent"
1131,"undefined","undefined","undefined",1081,undefined,undefined,1,2,1,"Theft/Property","Detailed facts about Theft/Property"
1132,"undefined","undefined","undefined",1132,undefined,undefined,1,1,2,"Assault/Violent","Detailed facts about Assault/Violent"
1133,"undefined","undefined","undefined",1148,undefined,undefined,1,1,1,"Robbery/Dacoity","Detailed facts about Robbery/Dacoity"
1134,"undefined","undefined","undefined",1040,undefined,undefined,1,2,2,"Theft/Property","Detailed facts about Theft/Property"
1135,"undefined","undefined","undefined",1012,undefined,undefined,1,1,2,"Assault/Violent","Detailed facts about Assault/Violent"
1136,"undefined","undefined","undefined",1013,undefined,undefined,1,2,2,"Cybercrime","Detailed facts about Cybercrime"
1137,"undefined","undefined","undefined",1051,undefined,undefined,1,2,1,"Robbery/Dacoity","Detailed facts about Robbery/Dacoity"
1138,"undefined","undefined","undefined",1188,undefined,undefined,1,1,2,"Assault/Violent","Detailed facts about Assault/Violent"
1139,"undefined","undefined","undefined",1010,undefined,undefined,1,2,3,"Assault/Violent","Detailed facts about Assault/Violent"
1140,"undefined","undefined","undefined",1154,undefined,undefined,1,1,1,"Assault/Violent","Detailed facts about Assault/Violent"
1141,"undefined","undefined","undefined",1220,undefined,undefined,1,2,1,"Cybercrime","Detailed facts about Cybercrime"
1142,"undefined","undefined","undefined",1055,undefined,undefined,1,2,1,"Fraud/Cheating","Detailed facts about Fraud/Cheating"
1143,"undefined","undefined","undefined",1050,undefined,undefined,1,1,1,"Assault/Violent","Detailed facts about Assault/Violent"
1144,"undefined","undefined","undefined",1010,undefined,undefined,1,2,1,"Cybercrime","Detailed facts about Cybercrime"
1145,"undefined","undefined","undefined",1130,undefined,undefined,1,2,1,"Cybercrime","Detailed facts about Cybercrime"
1146,"undefined","undefined","undefined",1024,undefined,undefined,1,2,2,"Cybercrime","Detailed facts about Cybercrime"
1147,"undefined","undefined","undefined",1009,undefined,undefined,1,2,1,"Theft/Property","Detailed facts about Theft/Property"
1148,"undefined","undefined","undefined",1047,undefined,undefined,1,2,2,"Others","Detailed facts about Others"
1149,"undefined","undefined","undefined",1121,undefined,undefined,1,2,2,"Narcotics","Detailed facts about Narcotics"
1150,"undefined","undefined","undefined",1086,undefined,undefined,1,2,4,"Kidnapping","Detailed facts about Kidnapping"
1151,"undefined","undefined","undefined",1006,undefined,undefined,1,2,2,"Cybercrime","Detailed facts about Cybercrime"
1152,"undefined","undefined","undefined",1005,undefined,undefined,1,2,1,"Theft/Property","Detailed facts about Theft/Property"
1153,"undefined","undefined","undefined",1088,undefined,undefined,1,1,1,"Assault/Violent","Detailed facts about Assault/Violent"
1154,"undefined","undefined","undefined",1172,undefined,undefined,1,1,2,"Kidnapping","Detailed facts about Kidnapping"
1155,"undefined","undefined","undefined",1002,undefined,undefined,1,2,3,"Theft/Property","Detailed facts about Theft/Property"
1156,"undefined","undefined","undefined",1012,undefined,undefined,1,2,2,"Narcotics","Detailed facts about Narcotics"
1157,"undefined","undefined","undefined",1052,undefined,undefined,1,1,2,"Cybercrime","Detailed facts about Cybercrime"
1158,"undefined","undefined","undefined",1012,undefined,undefined,1,2,2,"Theft/Property","Detailed facts about Theft/Property"
1159,"undefined","undefined","undefined",1025,undefined,undefined,1,1,1,"Cybercrime","Detailed facts about Cybercrime"
1160,"undefined","undefined","undefined",1059,undefined,undefined,1,2,3,"Kidnapping","Detailed facts about Kidnapping"
1161,"undefined","undefined","undefined",1101,undefined,undefined,1,2,1,"Cybercrime","Detailed facts about Cybercrime"
1162,"undefined","undefined","undefined",1005,undefined,undefined,1,2,2,"Fraud/Cheating","Detailed facts about Fraud/Cheating"
1163,"undefined","undefined","undefined",1143,undefined,undefined,1,2,3,"Cybercrime","Detailed facts about Cybercrime"
1164,"undefined","undefined","undefined",1127,undefined,undefined,1,2,1,"Fraud/Cheating","Detailed facts about Fraud/Cheating"
1165,"undefined","undefined","undefined",1005,undefined,undefined,1,2,1,"Narcotics","Detailed facts about Narcotics"
1166,"undefined","undefined","undefined",1010,undefined,undefined,1,2,1,"Theft/Property","Detailed facts about Theft/Property"
1167,"undefined","undefined","undefined",1053,undefined,undefined,1,2,2,"Narcotics","Detailed facts about Narcotics"
1168,"undefined","undefined","undefined",1050,undefined,undefined,1,2,2,"Assault/Violent","Detailed facts about Assault/Violent"
1169,"undefined","undefined","undefined",1015,undefined,undefined,1,2,2,"Robbery/Dacoity","Detailed facts about Robbery/Dacoity"
1170,"undefined","undefined","undefined",1009,undefined,undefined,1,2,3,"Narcotics","Detailed facts about Narcotics"
1171,"undefined","undefined","undefined",1006,undefined,undefined,1,2,1,"Others","Detailed facts about Others"
1172,"undefined","undefined","undefined",1003,undefined,undefined,1,2,3,"Narcotics","Detailed facts about Narcotics"
1173,"undefined","undefined","undefined",1009,undefined,undefined,1,1,2,"Cybercrime","Detailed facts about Cybercrime"
1174,"undefined","undefined","undefined",1008,undefined,undefined,1,1,3,"Robbery/Dacoity","Detailed facts about Robbery/Dacoity"
1175,"undefined","undefined","undefined",1182,undefined,undefined,1,2,1,"Assault/Violent","Detailed facts about Assault/Violent"
1176,"undefined","undefined","undefined",1172,undefined,undefined,1,1,1,"Theft/Property","Detailed facts about Theft/Property"
1177,"undefined","undefined","undefined",1024,undefined,undefined,1,1,1,"Theft/Property","Detailed facts about Theft/Property"
1178,"undefined","undefined","undefined",1138,undefined,undefined,1,2,2,"Others","Detailed facts about Others"
1179,"undefined","undefined","undefined",1011,undefined,undefined,1,2,1,"Fraud/Cheating","Detailed facts about Fraud/Cheating"
1180,"undefined","undefined","undefined",1031,undefined,undefined,1,2,3,"Theft/Property","Detailed facts about Theft/Property"
1181,"undefined","undefined","undefined",1029,undefined,undefined,1,2,2,"Fraud/Cheating","Detailed facts about Fraud/Cheating"
1182,"undefined","undefined","undefined",1011,undefined,undefined,1,2,2,"Cybercrime","Detailed facts about Cybercrime"
1183,"undefined","undefined","undefined",1024,undefined,undefined,1,2,2,"Kidnapping","Detailed facts about Kidnapping"
1184,"undefined","undefined","undefined",1052,undefined,undefined,1,2,2,"Theft/Property","Detailed facts about Theft/Property"
1185,"undefined","undefined","undefined",1001,undefined,undefined,1,2,2,"Robbery/Dacoity","Detailed facts about Robbery/Dacoity"
1186,"undefined","undefined","undefined",1028,undefined,undefined,1,2,3,"Others","Detailed facts about Others"
1187,"undefined","undefined","undefined",1031,undefined,undefined,1,1,2,"Cybercrime","Detailed facts about Cybercrime"
1188,"undefined","undefined","undefined",1087,undefined,undefined,1,2,1,"Theft/Property","Detailed facts about Theft/Property"
1189,"undefined","undefined","undefined",1183,undefined,undefined,1,2,2,"Assault/Violent","Detailed facts about Assault/Violent"
1190,"undefined","undefined","undefined",1010,undefined,undefined,1,1,1,"Cybercrime","Detailed facts about Cybercrime"
1191,"undefined","undefined","undefined",1005,undefined,undefined,1,2,3,"Cybercrime","Detailed facts about Cybercrime"
1192,"undefined","undefined","undefined",1053,undefined,undefined,1,2,2,"Cybercrime","Detailed facts about Cybercrime"
1193,"undefined","undefined","undefined",1050,undefined,undefined,1,1,3,"Narcotics","Detailed facts about Narcotics"
1194,"undefined","undefined","undefined",1032,undefined,undefined,1,1,2,"Fraud/Cheating","Detailed facts about Fraud/Cheating"
1195,"undefined","undefined","undefined",1217,undefined,undefined,1,2,2,"Robbery/Dacoity","Detailed facts about Robbery/Dacoity"
1196,"undefined","undefined","undefined",1010,undefined,undefined,1,2,2,"Fraud/Cheating","Detailed facts about Fraud/Cheating"
1197,"undefined","undefined","undefined",1027,undefined,undefined,1,2,1,"Narcotics","Detailed facts about Narcotics"
1198,"undefined","undefined","undefined",1005,undefined,undefined,1,2,1,"Kidnapping","Detailed facts about Kidnapping"
1199,"undefined","undefined","undefined",1015,undefined,undefined,1,2,2,"Theft/Property","Detailed facts about Theft/Property"
1200,"undefined","undefined","undefined",1032,undefined,undefined,1,2,1,"Cybercrime","Detailed facts about Cybercrime"
1201,"undefined","undefined","undefined",1009,undefined,undefined,1,2,2,"Robbery/Dacoity","Detailed facts about Robbery/Dacoity"
1202,"undefined","undefined","undefined",1019,undefined,undefined,1,2,2,"Fraud/Cheating","Detailed facts about Fraud/Cheating"
1203,"undefined","undefined","undefined",1010,undefined,undefined,1,2,2,"Cybercrime","Detailed facts about Cybercrime"
1204,"undefined","undefined","undefined",1037,undefined,undefined,1,2,1,"Assault/Violent","Detailed facts about Assault/Violent"
1205,"undefined","undefined","undefined",1002,undefined,undefined,1,1,2,"Cybercrime","Detailed facts about Cybercrime"
1206,"undefined","undefined","undefined",1061,undefined,undefined,1,1,3,"Kidnapping","Detailed facts about Kidnapping"
1207,"undefined","undefined","undefined",1068,undefined,undefined,1,1,3,"Others","Detailed facts about Others"
1208,"undefined","undefined","undefined",1013,undefined,undefined,1,2,3,"Fraud/Cheating","Detailed facts about Fraud/Cheating"
1209,"undefined","undefined","undefined",1109,undefined,undefined,1,1,3,"Fraud/Cheating","Detailed facts about Fraud/Cheating"
1210,"undefined","undefined","undefined",1111,undefined,undefined,1,1,2,"Robbery/Dacoity","Detailed facts about Robbery/Dacoity"
1211,"undefined","undefined","undefined",1006,undefined,undefined,1,2,2,"Assault/Violent","Detailed facts about Assault/Violent"
1212,"undefined","undefined","undefined",1008,undefined,undefined,1,1,1,"Assault/Violent","Detailed facts about Assault/Violent"
1213,"undefined","undefined","undefined",1006,undefined,undefined,1,2,1,"Theft/Property","Detailed facts about Theft/Property"
