ArrestSurrenderID,CaseMasterID,ArrestSurrenderTypeID,ArrestSurrenderDate,ArrestSurrenderStateId,ArrestSurrenderDistrictId,PoliceStationID,IOID,CourtID,AccusedMasterID,IsAccused,IsComplainantAccused
1756,1157,1,2026-03-16,29,4,1110,558,29,2939,1,0
1757,1158,1,2026-06-06,29,7,1014,285,26,2940,1,0
1758,1158,1,2026-06-06,29,21,1014,135,19,2941,1,0
1759,1161,1,2025-04-16,29,26,1153,533,43,2946,1,0
1760,1161,1,2025-04-16,29,30,1153,960,44,2947,1,0
1761,1162,1,2025-12-20,29,16,1023,905,11,2948,1,0
1762,1162,2,2025-12-20,29,9,1023,230,27,2949,1,0
1763,1162,1,2025-12-20,29,7,1023,719,18,2950,1,0
1764,1163,1,2025-11-25,29,3,1086,227,14,2955,1,0
1765,1164,1,2024-06-23,29,16,1041,293,4,2956,1,0
1766,1165,1,2026-05-01,29,17,1121,232,41,2958,1,0
1767,1165,1,2026-05-01,29,15,1121,318,34,2959,1,0
1768,1165,1,2026-05-01,29,30,1121,348,38,2960,1,0
1769,1165,1,2026-05-01,29,4,1121,524,4,2961,1,0
1770,1166,2,2025-08-01,29,30,1004,856,21,2962,1,0
1771,1166,2,2025-08-01,29,26,1004,620,30,2963,1,0
1772,1166,1,2025-08-01,29,21,1004,238,41,2964,1,0
1773,1167,1,2024-05-07,29,31,1188,355,1,2965,1,0
1774,1167,1,2024-05-07,29,3,1188,376,23,2966,1,0
1775,1169,1,2024-05-08,29,5,1041,584,40,2972,1,0
1776,1172,1,2024-01-21,29,8,1009,264,22,2977,1,0
1777,1173,1,2026-03-26,29,12,1124,614,37,2979,1,0
1778,1173,1,2026-03-26,29,6,1124,736,30,2981,1,0
1779,1174,1,2024-04-12,29,15,1013,704,35,2982,1,0
1780,1175,1,2025-12-05,29,9,1115,688,32,2985,1,0
1781,1176,1,2024-02-09,29,18,1172,127,5,2988,1,0
1782,1176,1,2024-02-09,29,21,1172,724,49,2990,1,0
1783,1177,1,2025-10-31,29,27,1085,334,25,2991,1,0
1784,1177,1,2025-10-31,29,2,1085,505,32,2992,1,0
1785,1178,1,2024-12-10,29,26,1052,597,47,2994,1,0
1786,1178,2,2024-12-10,29,23,1052,852,24,2995,1,0
1787,1178,1,2024-12-10,29,18,1052,978,33,2996,1,0
1788,1180,1,2024-06-20,29,25,1024,914,11,3000,1,0
1789,1180,1,2024-06-20,29,11,1024,223,36,3001,1,0
1790,1181,1,2026-01-29,29,31,1002,842,29,3003,1,0
1791,1182,1,2024-10-30,29,13,1002,792,23,3005,1,0
1792,1184,1,2024-07-06,29,12,1027,160,24,3007,1,0
1793,1185,1,2025-07-02,29,16,1138,903,38,3008,1,0
1794,1186,1,2024-02-08,29,4,1215,266,25,3011,1,0
1795,1186,1,2024-02-08,29,1,1215,310,3,3012,1,0
1796,1186,1,2024-02-08,29,15,1215,513,40,3013,1,0
1797,1186,1,2024-02-08,29,25,1215,727,22,3014,1,0
1798,1190,1,2024-09-27,29,3,1004,119,6,3020,1,0
1799,1190,1,2024-09-27,29,10,1004,208,34,3021,1,0
1800,1190,1,2024-09-27,29,27,1004,302,40,3022,1,0
1801,1191,1,2025-02-14,29,9,1126,358,41,3024,1,0
1802,1192,1,2025-02-07,29,16,1052,621,43,3027,1,0
1803,1192,1,2025-02-07,29,27,1052,608,9,3028,1,0
1804,1193,1,2026-04-14,29,5,1215,162,35,3029,1,0
1805,1195,1,2024-02-09,29,23,1013,686,27,3033,1,0
1806,1195,1,2024-02-09,29,11,1013,695,34,3034,1,0
1807,1196,1,2024-05-10,29,23,1013,119,37,3035,1,0
1808,1197,1,2024-03-18,29,17,1106,498,7,3038,1,0
1809,1198,1,2025-01-20,29,5,1182,721,50,3039,1,0
1810,1198,1,2025-01-20,29,24,1182,455,23,3040,1,0
1811,1198,1,2025-01-20,29,26,1182,184,42,3041,1,0
1812,1199,1,2025-10-16,29,4,1061,209,46,3043,1,0
1813,1199,1,2025-10-16,29,19,1061,411,48,3044,1,0
1814,1200,1,2024-01-19,29,13,1008,442,46,3047,1,0
1815,1200,2,2024-01-19,29,1,1008,632,32,3048,1,0
1816,1200,1,2024-01-19,29,31,1008,392,13,3049,1,0
1817,1201,1,2024-12-10,29,26,1033,578,22,3050,1,0
1818,1202,1,2024-02-04,29,3,1040,779,27,3051,1,0
1819,1202,1,2024-02-04,29,20,1040,521,35,3052,1,0
1820,1203,1,2024-11-13,29,22,1230,678,46,3053,1,0
1821,1203,1,2024-11-13,29,24,1230,754,44,3054,1,0
1822,1203,1,2024-11-13,29,6,1230,436,3,3055,1,0
1823,1204,1,2024-02-04,29,14,1006,662,28,3056,1,0
1824,1204,1,2024-02-04,29,28,1006,970,1,3057,1,0
1825,1205,1,2026-05-31,29,28,1001,985,37,3059,1,0
1826,1205,1,2026-05-31,29,6,1001,906,20,3060,1,0
1827,1205,1,2026-05-31,29,27,1001,575,15,3061,1,0
1828,1205,1,2026-05-31,29,22,1001,828,49,3062,1,0
1829,1206,1,2024-03-05,29,7,1042,206,18,3063,1,0
1830,1206,1,2024-03-05,29,12,1042,721,41,3065,1,0
1831,1207,1,2024-12-17,29,24,1025,574,4,3066,1,0
1832,1208,1,2026-05-03,29,23,1010,147,7,3068,1,0
1833,1208,1,2026-05-03,29,19,1010,257,22,3069,1,0
1834,1209,1,2024-04-01,29,26,1046,612,14,3070,1,0
1835,1209,1,2024-04-01,29,15,1046,680,46,3071,1,0
1836,1210,1,2024-12-18,29,29,1016,758,9,3074,1,0
1837,1210,1,2024-12-18,29,31,1016,196,48,3076,1,0
1838,1211,1,2025-08-11,29,28,1001,779,14,3077,1,0
1839,1211,1,2025-08-11,29,21,1001,552,16,3079,1,0
1840,1212,1,2025-03-01,29,20,1186,214,47,3080,1,0
1841,1212,1,2025-03-01,29,24,1186,490,43,3081,1,0
1842,1213,1,2026-01-31,29,9,1029,149,8,3083,1,0
1843,1214,1,2025-07-28,29,19,1027,887,43,3084,1,0
1844,1214,1,2025-07-28,29,28,1027,904,46,3085,1,0
1845,1214,1,2025-07-28,29,8,1027,883,34,3087,1,0
1846,1215,1,2024-12-21,29,26,1049,111,50,3088,1,0
1847,1216,1,2024-04-14,29,20,1006,846,34,3089,1,0
1848,1216,1,2024-04-14,29,8,1006,374,31,3090,1,0
1849,1217,1,2026-04-13,29,31,1224,734,20,3092,1,0
1850,1219,2,2026-01-13,29,26,1013,806,26,3094,1,0
1851,1220,1,2025-04-26,29,25,1197,620,23,3095,1,0
1852,1220,1,2025-04-26,29,17,1197,885,33,3096,1,0
1853,1221,1,2025-12-26,29,22,1056,644,41,3099,1,0
1854,1221,2,2025-12-26,29,17,1056,591,31,3100,1,0
1855,1221,2,2025-12-26,29,19,1056,667,9,3101,1,0
1856,1222,1,2024-05-11,29,10,1095,891,18,3102,1,0
1857,1222,1,2024-05-11,29,24,1095,559,2,3104,1,0
1858,1224,1,2024-02-21,29,5,1079,638,41,3106,1,0
1859,1224,1,2024-02-21,29,27,1079,717,28,3107,1,0
1860,1226,1,2025-02-10,29,28,1185,136,38,3109,1,0
1861,1226,1,2025-02-10,29,30,1185,610,9,3110,1,0
1862,1226,1,2025-02-10,29,22,1185,209,42,3112,1,0
1863,1227,2,2025-05-12,29,17,1011,530,17,3113,1,0
1864,1227,1,2025-05-12,29,29,1011,276,41,3114,1,0
1865,1227,1,2025-05-12,29,28,1011,441,19,3116,1,0
1866,1228,2,2024-04-04,29,31,1036,863,42,3117,1,0
1867,1229,1,2026-04-19,29,19,1163,153,3,3121,1,0
1868,1230,1,2024-06-09,29,7,1013,843,23,3123,1,0
1869,1230,1,2024-06-09,29,14,1013,248,27,3124,1,0
1870,1230,1,2024-06-09,29,6,1013,889,47,3125,1,0
1871,1230,1,2024-06-09,29,7,1013,606,26,3126,1,0
1872,1231,1,2024-11-25,29,20,1082,627,46,3127,1,0
1873,1231,1,2024-11-25,29,11,1082,677,25,3128,1,0
1874,1232,1,2026-02-28,29,4,1001,145,3,3130,1,0
1875,1233,1,2024-05-24,29,22,1013,771,14,3131,1,0
1876,1233,1,2024-05-24,29,4,1013,287,22,3133,1,0
1877,1233,1,2024-05-24,29,29,1013,245,1,3134,1,0
1878,1234,1,2024-10-29,29,20,1018,151,32,3135,1,0
1879,1235,1,2024-01-06,29,13,1003,214,13,3136,1,0
1880,1236,1,2025-08-28,29,19,1215,429,32,3141,1,0
1881,1237,1,2025-05-18,29,10,1136,375,4,3142,1,0
1882,1238,2,2026-04-09,29,11,1040,249,34,3143,1,0
1883,1241,1,2024-05-02,29,31,1005,864,13,3148,1,0
1884,1244,1,2025-02-17,29,31,1087,359,26,3153,1,0
1885,1244,2,2025-02-17,29,18,1087,315,46,3154,1,0
1886,1245,1,2024-07-15,29,27,1147,277,30,3157,1,0
1887,1245,1,2024-07-15,29,9,1147,194,4,3158,1,0
1888,1245,1,2024-07-15,29,8,1147,211,4,3159,1,0
1889,1246,1,2025-12-14,29,23,1001,864,17,3160,1,0
1890,1246,1,2025-12-14,29,14,1001,997,46,3162,1,0
1891,1247,1,2024-10-10,29,18,1060,414,48,3163,1,0
1892,1250,1,2024-05-14,29,28,1182,708,32,3170,1,0
1893,1251,1,2025-10-02,29,30,1037,897,4,3171,1,0
1894,1251,1,2025-10-02,29,16,1037,194,47,3172,1,0
1895,1251,1,2025-10-02,29,14,1037,337,34,3173,1,0
1896,1252,2,2024-05-08,29,4,1130,988,19,3175,1,0
1897,1252,1,2024-05-08,29,23,1130,725,35,3176,1,0
1898,1253,1,2025-07-13,29,8,1172,575,9,3178,1,0
1899,1254,1,2025-11-26,29,14,1007,307,27,3180,1,0
1900,1254,1,2025-11-26,29,1,1007,816,3,3181,1,0
1901,1255,1,2025-06-02,29,15,1039,589,41,3184,1,0
1902,1255,1,2025-06-02,29,2,1039,634,5,3185,1,0
1903,1255,1,2025-06-02,29,5,1039,706,20,3186,1,0
1904,1255,1,2025-06-02,29,8,1039,668,32,3187,1,0
1905,1256,1,2024-02-22,29,11,1142,647,11,3190,1,0
1906,1257,2,2025-12-19,29,13,1203,759,26,3194,1,0
1907,1257,1,2025-12-19,29,23,1203,525,46,3195,1,0
1908,1258,2,2024-02-06,29,20,1011,874,41,3196,1,0
1909,1258,2,2024-02-06,29,13,1011,196,11,3197,1,0
1910,1259,1,2025-05-02,29,10,1008,659,32,3199,1,0
1911,1259,1,2025-05-02,29,29,1008,407,29,3200,1,0
1912,1259,1,2025-05-02,29,29,1008,528,11,3201,1,0
1913,1260,1,2025-06-23,29,23,1160,843,21,3202,1,0
1914,1262,1,2024-01-16,29,24,1138,894,43,3205,1,0
1915,1262,1,2024-01-16,29,23,1138,652,2,3206,1,0
1916,1262,1,2024-01-16,29,9,1138,818,20,3207,1,0
1917,1262,1,2024-01-16,29,30,1138,924,8,3208,1,0
1918,1263,1,2024-11-29,29,26,1001,824,11,3210,1,0
1919,1263,1,2024-11-29,29,26,1001,429,44,3211,1,0
1920,1264,1,2025-07-11,29,16,1175,893,20,3213,1,0
1921,1264,1,2025-07-11,29,2,1175,494,37,3214,1,0
1922,1264,1,2025-07-11,29,22,1175,171,11,3215,1,0
1923,1265,1,2024-01-30,29,3,1196,572,8,3217,1,0
1924,1265,2,2024-01-30,29,10,1196,841,35,3218,1,0
1925,1267,1,2025-12-13,29,11,1008,468,21,3221,1,0
1926,1267,1,2025-12-13,29,26,1008,290,21,3222,1,0
1927,1268,1,2025-03-20,29,7,1178,101,5,3224,1,0
1928,1269,2,2024-02-19,29,27,1013,555,42,3225,1,0
1929,1269,2,2024-02-19,29,30,1013,967,42,3227,1,0
1930,1270,1,2024-06-30,29,31,1015,942,22,3228,1,0
1931,1271,1,2024-10-16,29,24,1033,485,40,3229,1,0
1932,1271,1,2024-10-16,29,26,1033,589,11,3230,1,0
1933,1271,2,2024-10-16,29,20,1033,932,18,3231,1,0
1934,1272,1,2025-07-03,29,31,1006,740,32,3233,1,0
1935,1272,1,2025-07-03,29,28,1006,947,31,3234,1,0
1936,1272,2,2025-07-03,29,6,1006,780,22,3235,1,0
1937,1273,1,2026-05-05,29,19,1013,553,23,3238,1,0
1938,1274,1,2024-01-07,29,15,1182,421,4,3239,1,0
1939,1276,1,2024-04-14,29,15,1047,592,16,3243,1,0
1940,1276,1,2024-04-14,29,27,1047,945,5,3244,1,0
1941,1277,1,2024-08-02,29,7,1009,259,8,3246,1,0
1942,1278,1,2026-01-26,29,17,1005,311,6,3249,1,0
1943,1278,1,2026-01-26,29,13,1005,643,29,3250,1,0
1944,1278,1,2026-01-26,29,20,1005,473,29,3251,1,0
1945,1279,1,2024-07-15,29,16,1001,921,7,3252,1,0
1946,1279,1,2024-07-15,29,1,1001,906,38,3253,1,0
1947,1279,1,2024-07-15,29,10,1001,982,6,3254,1,0
1948,1279,1,2024-07-15,29,4,1001,354,32,3255,1,0
1949,1280,2,2024-07-16,29,31,1029,850,34,3256,1,0
1950,1280,1,2024-07-16,29,4,1029,949,8,3257,1,0
1951,1280,1,2024-07-16,29,15,1029,183,14,3258,1,0
1952,1282,1,2024-02-05,29,16,1112,166,44,3261,1,0
1953,1282,1,2024-02-05,29,3,1112,798,43,3263,1,0
1954,1283,1,2024-07-04,29,5,1047,545,26,3266,1,0
1955,1284,1,2024-11-11,29,22,1014,311,38,3268,1,0
1956,1284,2,2024-11-11,29,31,1014,941,16,3269,1,0
1957,1284,1,2024-11-11,29,31,1014,746,20,3270,1,0
1958,1285,1,2024-05-10,29,9,1072,636,16,3271,1,0
1959,1285,1,2024-05-10,29,15,1072,123,2,3272,1,0
1960,1286,1,2025-04-20,29,4,1004,913,50,3275,1,0
1961,1287,1,2024-07-01,29,6,1015,372,5,3276,1,0
1962,1287,1,2024-07-01,29,14,1015,960,7,3279,1,0
1963,1288,1,2026-03-08,29,4,1009,897,25,3283,1,0
1964,1290,1,2026-04-05,29,1,1057,103,5,3287,1,0
1965,1290,1,2026-04-05,29,12,1057,740,28,3288,1,0
1966,1291,1,2025-02-18,29,28,1012,894,32,3289,1,0
1967,1292,1,2025-06-05,29,23,1201,306,47,3290,1,0
1968,1292,1,2025-06-05,29,10,1201,236,40,3292,1,0
1969,1292,1,2025-06-05,29,21,1201,904,44,3293,1,0
1970,1293,1,2024-04-08,29,30,1013,969,10,3295,1,0
1971,1293,1,2024-04-08,29,27,1013,881,32,3296,1,0
1972,1294,1,2024-10-14,29,30,1006,528,45,3297,1,0
1973,1294,1,2024-10-14,29,16,1006,570,34,3298,1,0
1974,1294,1,2024-10-14,29,6,1006,943,6,3299,1,0
1975,1295,1,2024-07-31,29,30,1161,293,28,3300,1,0
1976,1295,1,2024-07-31,29,20,1161,753,40,3302,1,0
1977,1296,1,2025-10-07,29,23,1122,141,25,3305,1,0
1978,1298,1,2025-03-12,29,23,1187,106,3,3307,1,0
1979,1298,1,2025-03-12,29,14,1187,335,48,3309,1,0
1980,1299,2,2024-03-16,29,27,1174,800,25,3312,1,0
1981,1299,1,2024-03-16,29,19,1174,862,5,3313,1,0
1982,1299,1,2024-03-16,29,28,1174,968,42,3314,1,0
1983,1300,1,2026-06-15,29,4,1026,439,2,3315,1,0
1984,1301,1,2024-02-08,29,8,1189,851,3,3316,1,0
1985,1301,1,2024-02-08,29,15,1189,804,30,3317,1,0
1986,1301,1,2024-02-08,29,7,1189,769,25,3319,1,0
1987,1302,1,2024-10-29,29,4,1008,553,8,3321,1,0
1988,1302,1,2024-10-29,29,23,1008,443,34,3322,1,0
1989,1302,1,2024-10-29,29,28,1008,366,44,3323,1,0
1990,1303,1,2024-07-07,29,16,1178,454,33,3324,1,0
1991,1303,1,2024-07-07,29,4,1178,179,16,3325,1,0
1992,1305,1,2024-01-03,29,11,1046,785,7,3327,1,0
1993,1306,1,2025-12-30,29,24,1024,494,7,3328,1,0
1994,1306,1,2025-12-30,29,17,1024,870,32,3329,1,0
1995,1306,1,2025-12-30,29,4,1024,682,23,3330,1,0
1996,1306,1,2025-12-30,29,3,1024,356,46,3331,1,0
1997,1307,1,2026-02-02,29,31,1001,897,36,3332,1,0
1998,1307,1,2026-02-02,29,25,1001,196,22,3333,1,0
1999,1308,1,2025-02-11,29,23,1124,685,16,3335,1,0
2000,1309,1,2024-01-27,29,24,1187,457,40,3337,1,0
2001,1310,1,2024-03-29,29,9,1206,687,10,3338,1,0
2002,1311,1,2026-04-05,29,17,1153,569,17,3341,1,0
2003,1312,1,2024-04-21,29,14,1001,529,26,3342,1,0
2004,1312,1,2024-04-21,29,3,1001,449,19,3344,1,0
2005,1312,2,2024-04-21,29,28,1001,815,39,3345,1,0
2006,1313,1,2026-01-09,29,4,1091,555,33,3346,1,0
2007,1313,1,2026-01-09,29,6,1091,818,44,3348,1,0
2008,1314,1,2025-02-25,29,23,1007,433,46,3352,1,0
2009,1314,1,2025-02-25,29,10,1007,896,48,3353,1,0
2010,1315,1,2025-11-06,29,15,1003,288,43,3354,1,0
2011,1316,2,2025-10-29,29,23,1012,239,39,3357,1,0
2012,1317,1,2024-12-25,29,24,1031,737,43,3358,1,0
2013,1317,1,2024-12-25,29,31,1031,334,19,3359,1,0
2014,1317,1,2024-12-25,29,28,1031,216,48,3360,1,0
2015,1318,1,2025-01-03,29,22,1039,198,50,3361,1,0
2016,1318,1,2025-01-03,29,8,1039,640,10,3362,1,0
2017,1318,1,2025-01-03,29,14,1039,166,21,3363,1,0
2018,1318,1,2025-01-03,29,1,1039,217,18,3364,1,0
2019,1319,1,2025-04-24,29,17,1116,411,39,3365,1,0
2020,1320,1,2025-02-26,29,1,1030,956,30,3366,1,0
2021,1321,1,2025-11-07,29,29,1009,368,40,3367,1,0
2022,1322,1,2025-05-28,29,12,1226,156,13,3370,1,0
2023,1323,1,2026-05-28,29,18,1025,901,23,3371,1,0
2024,1323,1,2026-05-28,29,16,1025,678,44,3372,1,0
2025,1323,1,2026-05-28,29,17,1025,867,40,3373,1,0
2026,1324,1,2024-09-07,29,2,1009,937,38,3376,1,0
2027,1325,1,2025-06-25,29,20,1007,754,33,3377,1,0
2028,1326,2,2024-07-07,29,15,1123,433,39,3379,1,0
2029,1326,1,2024-07-07,29,6,1123,875,5,3380,1,0
2030,1327,1,2025-09-28,29,20,1038,133,49,3382,1,0
2031,1328,1,2024-12-05,29,19,1090,502,31,3383,1,0
2032,1329,1,2024-09-26,29,12,1024,850,50,3386,1,0
2033,1329,1,2024-09-26,29,13,1024,666,2,3387,1,0
2034,1331,1,2024-06-14,29,17,1173,467,31,3389,1,0
2035,1332,1,2024-01-04,29,31,1051,546,37,3392,1,0
2036,1334,1,2025-01-21,29,31,1092,973,17,3394,1,0
2037,1334,1,2025-01-21,29,5,1092,634,33,3395,1,0
2038,1334,1,2025-01-21,29,12,1092,597,48,3397,1,0
2039,1335,1,2025-05-02,29,3,1013,249,7,3398,1,0
2040,1335,1,2025-05-02,29,15,1013,726,20,3399,1,0
2041,1335,1,2025-05-02,29,15,1013,323,50,3400,1,0
2042,1336,1,2024-10-19,29,12,1005,131,7,3401,1,0
2043,1336,1,2024-10-19,29,24,1005,273,5,3403,1,0
2044,1338,1,2025-05-27,29,21,1003,177,17,3405,1,0
2045,1339,2,2024-01-17,29,18,1123,375,18,3406,1,0
2046,1339,1,2024-01-17,29,4,1123,618,28,3407,1,0
2047,1339,1,2024-01-17,29,12,1123,755,37,3408,1,0
2048,1340,1,2024-09-25,29,27,1015,456,38,3409,1,0
2049,1340,1,2024-09-25,29,2,1015,789,44,3410,1,0
2050,1340,1,2024-09-25,29,23,1015,858,27,3411,1,0
2051,1340,1,2024-09-25,29,3,1015,529,40,3412,1,0
2052,1341,1,2024-04-15,29,11,1041,608,50,3413,1,0
2053,1342,1,2025-08-02,29,13,1015,646,34,3414,1,0
2054,1342,1,2025-08-02,29,23,1015,320,3,3416,1,0
2055,1343,1,2025-02-13,29,3,1018,464,24,3418,1,0
2056,1344,1,2026-06-27,29,17,1001,508,30,3420,1,0
2057,1345,1,2024-10-16,29,4,1025,485,24,3422,1,0
2058,1347,1,2025-01-26,29,25,1214,595,16,3427,1,0
2059,1347,1,2025-01-26,29,6,1214,670,30,3428,1,0
2060,1349,1,2026-04-18,29,16,1092,290,11,3430,1,0
2061,1349,1,2026-04-18,29,12,1092,958,14,3431,1,0
2062,1349,1,2026-04-18,29,24,1092,347,39,3432,1,0
2063,1350,1,2024-01-19,29,22,1049,247,16,3433,1,0
2064,1350,1,2024-01-19,29,8,1049,472,8,3434,1,0
2065,1351,1,2024-10-09,29,4,1028,509,14,3436,1,0
2066,1351,1,2024-10-09,29,1,1028,665,50,3437,1,0
2067,1352,1,2025-07-11,29,22,1122,197,11,3439,1,0
2068,1352,1,2025-07-11,29,30,1122,162,2,3440,1,0
2069,1353,1,2025-03-20,29,3,1190,839,27,3442,1,0
2070,1354,2,2025-09-26,29,17,1054,983,30,3443,1,0
2071,1354,2,2025-09-26,29,26,1054,916,7,3444,1,0
2072,1354,1,2025-09-26,29,11,1054,487,29,3445,1,0
2073,1354,1,2025-09-26,29,14,1054,841,32,3446,1,0
2074,1355,1,2024-10-29,29,14,1035,890,37,3448,1,0
2075,1355,1,2024-10-29,29,19,1035,850,45,3449,1,0
2076,1355,1,2024-10-29,29,28,1035,932,31,3450,1,0
2077,1357,1,2025-04-07,29,22,1040,789,45,3452,1,0
2078,1357,1,2025-04-07,29,6,1040,716,9,3453,1,0
2079,1358,1,2024-10-02,29,14,1007,690,43,3454,1,0
2080,1359,1,2025-09-12,29,12,1014,454,6,3455,1,0
2081,1359,1,2025-09-12,29,17,1014,660,47,3456,1,0
2082,1361,1,2024-06-22,29,11,1119,548,44,3459,1,0
2083,1363,1,2026-04-25,29,22,1037,793,11,3461,1,0
2084,1364,1,2024-09-22,29,6,1068,557,44,3463,1,0
2085,1367,1,2024-08-24,29,23,1182,194,28,3471,1,0
2086,1368,1,2024-03-08,29,1,1025,169,13,3473,1,0
2087,1369,1,2025-12-26,29,11,1003,657,28,3475,1,0
2088,1369,1,2025-12-26,29,6,1003,714,4,3476,1,0
2089,1369,1,2025-12-26,29,1,1003,263,13,3477,1,0
2090,1370,1,2024-10-03,29,8,1008,747,6,3478,1,0
2091,1370,1,2024-10-03,29,21,1008,472,19,3479,1,0
2092,1371,1,2024-08-02,29,15,1035,125,22,3482,1,0
2093,1371,1,2024-08-02,29,28,1035,105,34,3483,1,0
2094,1371,1,2024-08-02,29,5,1035,411,40,3485,1,0
2095,1373,1,2025-09-07,29,4,1033,853,16,3488,1,0
2096,1373,1,2025-09-07,29,6,1033,645,5,3489,1,0
2097,1373,1,2025-09-07,29,15,1033,704,23,3490,1,0
2098,1374,1,2026-03-01,29,30,1002,858,34,3492,1,0
2099,1374,1,2026-03-01,29,14,1002,424,38,3493,1,0
2100,1374,2,2026-03-01,29,25,1002,660,4,3495,1,0
2101,1375,1,2025-03-31,29,27,1007,395,29,3497,1,0
2102,1376,1,2024-02-18,29,19,1015,881,27,3499,1,0
2103,1377,2,2024-01-01,29,26,1027,864,48,3500,1,0
2104,1377,1,2024-01-01,29,11,1027,240,25,3501,1,0
2105,1378,1,2025-02-10,29,1,1051,305,48,3505,1,0
2106,1379,1,2025-06-19,29,7,1001,309,47,3506,1,0
2107,1380,1,2024-10-24,29,3,1043,848,49,3508,1,0
2108,1381,1,2026-01-03,29,24,1060,174,26,3509,1,0
2109,1381,1,2026-01-03,29,4,1060,425,20,3510,1,0
2110,1381,1,2026-01-03,29,4,1060,475,26,3511,1,0
2111,1384,1,2024-11-30,29,4,1004,668,2,3516,1,0
2112,1385,1,2025-11-09,29,14,1004,147,46,3520,1,0
2113,1385,2,2025-11-09,29,27,1004,695,10,3521,1,0
2114,1385,1,2025-11-09,29,19,1004,518,40,3522,1,0
2115,1387,1,2025-02-24,29,13,1030,807,1,3527,1,0
2116,1387,1,2025-02-24,29,13,1030,615,46,3528,1,0
2117,1388,1,2025-06-21,29,23,1011,292,28,3531,1,0
2118,1388,1,2025-06-21,29,23,1011,221,50,3532,1,0
2119,1390,1,2024-06-23,29,6,1155,225,39,3535,1,0
2120,1391,1,2026-01-28,29,30,1004,278,8,3537,1,0
2121,1392,1,2025-10-25,29,10,1184,512,11,3540,1,0
2122,1392,1,2025-10-25,29,4,1184,864,50,3541,1,0
2123,1393,1,2026-05-11,29,12,1014,186,28,3543,1,0
2124,1393,1,2026-05-11,29,28,1014,561,43,3544,1,0
2125,1393,1,2026-05-11,29,28,1014,992,20,3546,1,0
2126,1394,1,2026-05-26,29,22,1009,902,20,3549,1,0
2127,1395,1,2025-09-09,29,15,1193,880,50,3551,1,0
2128,1395,1,2025-09-09,29,2,1193,140,31,3552,1,0
2129,1396,1,2026-06-12,29,23,1010,894,34,3554,1,0
2130,1396,1,2026-06-12,29,28,1010,191,29,3556,1,0
2131,1397,1,2024-05-27,29,4,1079,533,6,3558,1,0
2132,1397,1,2024-05-27,29,9,1079,263,1,3560,1,0
2133,1398,1,2025-12-12,29,1,1013,140,49,3562,1,0
2134,1398,1,2025-12-12,29,9,1013,743,29,3563,1,0
2135,1398,1,2025-12-12,29,7,1013,550,8,3564,1,0
2136,1399,1,2024-03-20,29,1,1098,493,33,3566,1,0
2137,1399,1,2024-03-20,29,12,1098,472,30,3568,1,0
2138,1400,1,2024-05-07,29,8,1059,580,35,3569,1,0
2139,1400,1,2024-05-07,29,29,1059,768,15,3570,1,0
2140,1400,1,2024-05-07,29,10,1059,572,42,3571,1,0
2141,1401,1,2026-03-23,29,8,1026,405,23,3573,1,0
2142,1403,1,2024-06-12,29,2,1036,561,23,3577,1,0
2143,1403,1,2024-06-12,29,28,1036,688,16,3578,1,0
2144,1403,1,2024-06-12,29,21,1036,756,7,3580,1,0
2145,1404,1,2026-02-22,29,3,1140,435,17,3581,1,0
2146,1405,1,2026-06-13,29,20,1100,940,32,3582,1,0
2147,1405,1,2026-06-13,29,5,1100,499,43,3583,1,0
2148,1406,1,2024-03-06,29,10,1007,958,9,3584,1,0
2149,1407,1,2025-12-17,29,24,1012,547,37,3585,1,0
2150,1409,1,2025-11-30,29,4,1056,288,44,3589,1,0
2151,1410,1,2024-03-07,29,2,1007,626,34,3590,1,0
2152,1410,1,2024-03-07,29,16,1007,303,12,3591,1,0
2153,1411,1,2025-04-03,29,17,1004,362,23,3593,1,0
2154,1411,1,2025-04-03,29,27,1004,111,17,3594,1,0
2155,1412,1,2026-04-11,29,27,1173,573,44,3595,1,0
2156,1413,1,2024-01-13,29,6,1004,670,4,3598,1,0
2157,1413,1,2024-01-13,29,13,1004,844,44,3599,1,0
2158,1415,1,2024-09-26,29,10,1187,659,36,3602,1,0
2159,1416,2,2024-07-29,29,11,1041,378,37,3604,1,0
2160,1417,1,2024-02-24,29,12,1149,861,13,3607,1,0
2161,1419,1,2024-10-16,29,13,1165,809,28,3610,1,0
2162,1419,1,2024-10-16,29,22,1165,723,26,3612,1,0
2163,1419,1,2024-10-16,29,4,1165,176,44,3613,1,0
2164,1420,1,2025-11-30,29,10,1049,242,28,3614,1,0
2165,1421,1,2025-01-08,29,29,1006,115,42,3615,1,0
2166,1422,1,2026-05-16,29,19,1012,240,34,3617,1,0
2167,1422,1,2026-05-16,29,9,1012,697,22,3618,1,0
2168,1423,1,2025-02-15,29,2,1001,114,15,3622,1,0
2169,1424,1,2025-08-15,29,18,1035,959,43,3623,1,0
2170,1425,1,2025-10-05,29,30,1013,429,28,3625,1,0
2171,1425,1,2025-10-05,29,25,1013,300,12,3627,1,0
2172,1426,1,2025-01-13,29,28,1008,622,20,3628,1,0
2173,1426,1,2025-01-13,29,14,1008,837,7,3629,1,0
2174,1426,1,2025-01-13,29,9,1008,594,4,3630,1,0
2175,1427,1,2026-05-29,29,12,1040,322,2,3632,1,0
